article_title,country,article_quality,revision_id,population,region
Isabel Ortega Ventura,Bolivia,"""Stub""",1067118559,12.2,SOUTH AMERICA
Simón Iturri Patiño,Bolivia,"""C""",1113483466,12.2,SOUTH AMERICA
Bonifacio Pinedo,Bolivia,"""Stub""",1013870027,12.2,SOUTH AMERICA
Julio Pinedo,Bolivia,"""Stub""",1013509802,12.2,SOUTH AMERICA
José Mariano Serrano,Bolivia,"""Stub""",1102912474,12.2,SOUTH AMERICA
Moisés Torres (politician),Bolivia,"""Start""",1103547860,12.2,SOUTH AMERICA
Fernando Vargas Mosua,Bolivia,"""Start""",1113961954,12.2,SOUTH AMERICA
Jaime de Zudáñez,Bolivia,"""Stub""",1057374473,12.2,SOUTH AMERICA
Elvira Abdić-Jelenović,Bosnia-Herzegovina,"""Stub""",1092410267,3.4,SOUTHERN EUROPE
Mehmed Alajbegović,Bosnia-Herzegovina,"""C""",1090097632,3.4,SOUTHERN EUROPE
Boško Baškot,Bosnia-Herzegovina,"""Stub""",945729760,3.4,SOUTHERN EUROPE
Hasan Brkić,Bosnia-Herzegovina,"""C""",1108766075,3.4,SOUTHERN EUROPE
Salko Bukvarević,Bosnia-Herzegovina,"""Start""",1103476585,3.4,SOUTHERN EUROPE
Mirsad Ćeman,Bosnia-Herzegovina,"""Start""",1059620444,3.4,SOUTHERN EUROPE
Selmo Cikotić,Bosnia-Herzegovina,"""C""",1109891116,3.4,SOUTHERN EUROPE
Sabina Ćudić,Bosnia-Herzegovina,"""Stub""",1109170821,3.4,SOUTHERN EUROPE
Milorad Dodik,Bosnia-Herzegovina,"""B""",1115334252,3.4,SOUTHERN EUROPE
Dženan Đonlagić,Bosnia-Herzegovina,"""Start""",1023971751,3.4,SOUTHERN EUROPE
Nijaz Duraković,Bosnia-Herzegovina,"""Start""",1065317570,3.4,SOUTHERN EUROPE
Edin Forto,Bosnia-Herzegovina,"""Start""",1114128635,3.4,SOUTHERN EUROPE
Dževad Galijašević,Bosnia-Herzegovina,"""C""",1080524051,3.4,SOUTHERN EUROPE
Josip Grubeša,Bosnia-Herzegovina,"""Start""",1078976634,3.4,SOUTHERN EUROPE
Ankica Gudeljević,Bosnia-Herzegovina,"""Start""",1109892248,3.4,SOUTHERN EUROPE
Muhamed Hadžijamaković,Bosnia-Herzegovina,"""Stub""",1069745508,3.4,SOUTHERN EUROPE
Mirsad Hadžikadić,Bosnia-Herzegovina,"""Start""",1114039434,3.4,SOUTHERN EUROPE
Sanjin Halimović,Bosnia-Herzegovina,"""Start""",1098646648,3.4,SOUTHERN EUROPE
Husein Miljković,Bosnia-Herzegovina,"""GA""",1098413355,3.4,SOUTHERN EUROPE
Jasmin Imamović,Bosnia-Herzegovina,"""Stub""",1060821223,3.4,SOUTHERN EUROPE
Alija Izetbegović,Bosnia-Herzegovina,"""C""",1114046666,3.4,SOUTHERN EUROPE
Adamir Jerković,Bosnia-Herzegovina,"""GA""",1070639895,3.4,SOUTHERN EUROPE
Esed Kadrić,Bosnia-Herzegovina,"""Stub""",1099964892,3.4,SOUTHERN EUROPE
Mehmed Kapetanović,Bosnia-Herzegovina,"""Start""",1074875734,3.4,SOUTHERN EUROPE
Salmir Kaplan,Bosnia-Herzegovina,"""Stub""",1095054536,3.4,SOUTHERN EUROPE
Osman Karabegović,Bosnia-Herzegovina,"""C""",1027401183,3.4,SOUTHERN EUROPE
Fuad Kasumović,Bosnia-Herzegovina,"""GA""",1083608363,3.4,SOUTHERN EUROPE
Rudi Kolak,Bosnia-Herzegovina,"""Start""",1059610572,3.4,SOUTHERN EUROPE
Ivo Komšić,Bosnia-Herzegovina,"""C""",1114461162,3.4,SOUTHERN EUROPE
Rusmir Mahmutćehajić,Bosnia-Herzegovina,"""Start""",1101508210,3.4,SOUTHERN EUROPE
Ante Marković,Bosnia-Herzegovina,"""C""",1107391428,3.4,SOUTHERN EUROPE
Amor Mašović,Bosnia-Herzegovina,"""Start""",1060006575,3.4,SOUTHERN EUROPE
Dragan Mektić,Bosnia-Herzegovina,"""Start""",1114052150,3.4,SOUTHERN EUROPE
Ademaga Mešić,Bosnia-Herzegovina,"""C""",1095848757,3.4,SOUTHERN EUROPE
Jelka Miličević,Bosnia-Herzegovina,"""Start""",1040936683,3.4,SOUTHERN EUROPE
Abdulah Mutapčić,Bosnia-Herzegovina,"""Stub""",1006720652,3.4,SOUTHERN EUROPE
Abdulah Nakaš,Bosnia-Herzegovina,"""Start""",1102636519,3.4,SOUTHERN EUROPE
Mario Nenadić,Bosnia-Herzegovina,"""Start""",1111446400,3.4,SOUTHERN EUROPE
Damir Nikšić,Bosnia-Herzegovina,"""GA""",1096462723,3.4,SOUTHERN EUROPE
Ismet Popovac,Bosnia-Herzegovina,"""FA""",1115247176,3.4,SOUTHERN EUROPE
Hakija Pozderac,Bosnia-Herzegovina,"""Start""",963175504,3.4,SOUTHERN EUROPE
Hamdija Pozderac,Bosnia-Herzegovina,"""C""",1045803709,3.4,SOUTHERN EUROPE
Nurija Pozderac,Bosnia-Herzegovina,"""Start""",1056889716,3.4,SOUTHERN EUROPE
Đuro Pucar,Bosnia-Herzegovina,"""C""",1052519383,3.4,SOUTHERN EUROPE
Fahrudin Radončić,Bosnia-Herzegovina,"""C""",1101596243,3.4,SOUTHERN EUROPE
Alen Šeranić,Bosnia-Herzegovina,"""Start""",1111537511,3.4,SOUTHERN EUROPE
Uglješa Uzelac,Bosnia-Herzegovina,"""Start""",1003796992,3.4,SOUTHERN EUROPE
Nezir Škaljić,Bosnia-Herzegovina,"""C""",1107435418,3.4,SOUTHERN EUROPE
Ibrahim Spahić,Bosnia-Herzegovina,"""Start""",995023876,3.4,SOUTHERN EUROPE
Emir Suljagić,Bosnia-Herzegovina,"""C""",1065740656,3.4,SOUTHERN EUROPE
Svetozar Pudarić,Bosnia-Herzegovina,"""Start""",1107151585,3.4,SOUTHERN EUROPE
Miloš Vukašinović,Bosnia-Herzegovina,"""Start""",934652983,3.4,SOUTHERN EUROPE
Daniel Kwele,Botswana,"""Stub""",1084843766,2.6,SOUTHERN AFRICA
Michael Dingake,Botswana,"""Stub""",1084856043,2.6,SOUTHERN AFRICA
James G. Haskins,Botswana,"""Stub""",1089282280,2.6,SOUTHERN AFRICA
Tshenolo Mabeo,Botswana,"""Stub""",1084860922,2.6,SOUTHERN AFRICA
Philip Matante,Botswana,"""Stub""",1084858391,2.6,SOUTHERN AFRICA
Gomolemo Motswaledi,Botswana,"""Start""",1092621711,2.6,SOUTHERN AFRICA
Motsamai Mpho,Botswana,"""Stub""",1056631444,2.6,SOUTHERN AFRICA
Sylvia Muzila,Botswana,"""Start""",1092977456,2.6,SOUTHERN AFRICA
Leetile Disang Raditladi,Botswana,"""Start""",1102718757,2.6,SOUTHERN AFRICA
Benjamin Thema,Botswana,"""Stub""",1089085673,2.6,SOUTHERN AFRICA
Patrick van Rensburg,Botswana,"""Start""",1113094894,2.6,SOUTHERN AFRICA
Maria de Lourdes Abadia,Brazil,"""Stub""",1111422727,214.8,SOUTH AMERICA
José de Abreu (politician),Brazil,"""Stub""",1097490839,214.8,SOUTH AMERICA
Rafael Tobias de Aguiar,Brazil,"""Stub""",1074741594,214.8,SOUTH AMERICA
Medeiros e Albuquerque,Brazil,"""Start""",1097328483,214.8,SOUTH AMERICA
Léo de Almeida Neves,Brazil,"""Stub""",1101145934,214.8,SOUTH AMERICA
Simão Almeida,Brazil,"""Stub""",1099633172,214.8,SOUTH AMERICA
Antônio Pinto Chichorro da Gama,Brazil,"""Stub""",1096806594,214.8,SOUTH AMERICA
Cipriano Barata,Brazil,"""Start""",1107774158,214.8,SOUTH AMERICA
Irani Barbosa,Brazil,"""Stub""",1101926106,214.8,SOUTH AMERICA
Jaison Barreto,Brazil,"""Stub""",1103547503,214.8,SOUTH AMERICA
Djalma Bastos de Morais,Brazil,"""Stub""",1106062579,214.8,SOUTH AMERICA
"Henrique de Beaurepaire-Rohan, Viscount of Beaurepaire-Rohan",Brazil,"""Stub""",1086322080,214.8,SOUTH AMERICA
José Paulo Bisol,Brazil,"""Start""",1103547561,214.8,SOUTH AMERICA
Natália Bastos Bonavides,Brazil,"""Stub""",1110953316,214.8,SOUTH AMERICA
João Francisco Inácio Brazão,Brazil,"""Stub""",1094855099,214.8,SOUTH AMERICA
Amador Bueno,Brazil,"""Start""",1034472026,214.8,SOUTH AMERICA
Antônio Câmara,Brazil,"""Stub""",1099829944,214.8,SOUTH AMERICA
Luiz Humberto Carneiro,Brazil,"""Start""",1098842373,214.8,SOUTH AMERICA
Izolda Cela,Brazil,"""C""",1102485000,214.8,SOUTH AMERICA
Margarete Coelho,Brazil,"""Stub""",1103498671,214.8,SOUTH AMERICA
Ivandro Cunha Lima,Brazil,"""Stub""",1098295043,214.8,SOUTH AMERICA
João Cunha (politician),Brazil,"""Stub""",1100962574,214.8,SOUTH AMERICA
Aécio de Borba,Brazil,"""Stub""",1098281596,214.8,SOUTH AMERICA
José Abílio Silva de Santana,Brazil,"""Stub""",1112293020,214.8,SOUTH AMERICA
Alércio Dias,Brazil,"""Stub""",1101206546,214.8,SOUTH AMERICA
Délio dos Santos,Brazil,"""Stub""",1101206499,214.8,SOUTH AMERICA
Ademar Frederico Duwe,Brazil,"""Stub""",1098597920,214.8,SOUTH AMERICA
Elcione Zahluth Barbalho,Brazil,"""Stub""",1074736382,214.8,SOUTH AMERICA
"Gastão d'Escragnolle, Baron d'Escragnolle",Brazil,"""Stub""",1063661693,214.8,SOUTH AMERICA
Paulo Cesar Farias,Brazil,"""Start""",1065573695,214.8,SOUTH AMERICA
Emília Fernandes,Brazil,"""Start""",1078521692,214.8,SOUTH AMERICA
José Carlos da Silva Mayrink Ferrão,Brazil,"""Start""",1085435249,214.8,SOUTH AMERICA
Dalva Figueiredo,Brazil,"""Stub""",1087607148,214.8,SOUTH AMERICA
Francisco Julião,Brazil,"""Stub""",1035689740,214.8,SOUTH AMERICA
Jofran Frejat,Brazil,"""Stub""",1102181607,214.8,SOUTH AMERICA
Edmundo Galdino,Brazil,"""Stub""",1112253425,214.8,SOUTH AMERICA
Joaquim Gomes de Souza,Brazil,"""Start""",1069184517,214.8,SOUTH AMERICA
Abdul Hamid Sebba,Brazil,"""Stub""",1111084208,214.8,SOUTH AMERICA
Jutahy Júnior,Brazil,"""Stub""",983207788,214.8,SOUTH AMERICA
Joaquim Gonçalves Ledo,Brazil,"""C""",1071023786,214.8,SOUTH AMERICA
Antônio Leite Andrade,Brazil,"""Stub""",1101206516,214.8,SOUTH AMERICA
Alceste Madeira,Brazil,"""Stub""",1099410153,214.8,SOUTH AMERICA
Beto Mansur,Brazil,"""Stub""",1113576505,214.8,SOUTH AMERICA
Horácio de Matos,Brazil,"""Stub""",1088164926,214.8,SOUTH AMERICA
Sandra Meira Starling,Brazil,"""Stub""",1099835037,214.8,SOUTH AMERICA
Gerardo Melo Mourão,Brazil,"""Start""",1098005745,214.8,SOUTH AMERICA
Guilherme Melo (politician),Brazil,"""Start""",1099445119,214.8,SOUTH AMERICA
Murilo Melo Filho,Brazil,"""Stub""",1102568805,214.8,SOUTH AMERICA
Cândido Mendes de Almeida,Brazil,"""Start""",1097155280,214.8,SOUTH AMERICA
Gilmar Mendes,Brazil,"""C""",1106136142,214.8,SOUTH AMERICA
Edmur Mesquita,Brazil,"""Stub""",1094838035,214.8,SOUTH AMERICA
Miguel Couto,Brazil,"""Start""",1035994107,214.8,SOUTH AMERICA
Claudio Modesto,Brazil,"""Start""",994272220,214.8,SOUTH AMERICA
Armando Monteiro (politician),Brazil,"""Stub""",1098295517,214.8,SOUTH AMERICA
Carlos Eduardo Moreira Ferreira,Brazil,"""Stub""",1087824575,214.8,SOUTH AMERICA
Pedro Soares Muñoz,Brazil,"""Stub""",1096764969,214.8,SOUTH AMERICA
Dora Nascimento,Brazil,"""Stub""",1028740301,214.8,SOUTH AMERICA
Carlos Neder,Brazil,"""Stub""",1102908883,214.8,SOUTH AMERICA
Domingos Gomes de Aguiar Neto,Brazil,"""Start""",1109245420,214.8,SOUTH AMERICA
"Manuel Luís Osório, Marquis of Erval",Brazil,"""C""",1110318599,214.8,SOUTH AMERICA
Hildebrando Pascoal,Brazil,"""Start""",1088472912,214.8,SOUTH AMERICA
Astrojildo Pereira,Brazil,"""Stub""",1083304045,214.8,SOUTH AMERICA
Joaquim Alvaro Pereira Leite,Brazil,"""Stub""",1114125901,214.8,SOUTH AMERICA
Jorge Picciani,Brazil,"""Start""",1099308847,214.8,SOUTH AMERICA
Francisco José Pinheiro,Brazil,"""Start""",1089344947,214.8,SOUTH AMERICA
Mario Pinotti,Brazil,"""C""",1033871516,214.8,SOUTH AMERICA
Henrique Pizzolato,Brazil,"""Start""",940662779,214.8,SOUTH AMERICA
Plínio de Arruda Sampaio Jr.,Brazil,"""C""",1100471665,214.8,SOUTH AMERICA
Irondi Pugliesi,Brazil,"""Stub""",1111085644,214.8,SOUTH AMERICA
Eusébio de Queirós,Brazil,"""C""",1091204382,214.8,SOUTH AMERICA
Ratinho (TV presenter),Brazil,"""Start""",1114298116,214.8,SOUTH AMERICA
Marco Antonio Raupp,Brazil,"""Start""",1098664390,214.8,SOUTH AMERICA
Robert Rey (plastic surgeon),Brazil,"""C""",1112518148,214.8,SOUTH AMERICA
Ary Rigo,Brazil,"""Stub""",1100211750,214.8,SOUTH AMERICA
Antônio Ricardo dos Santos,Brazil,"""Start""",1028742803,214.8,SOUTH AMERICA
Euclides Scalco,Brazil,"""Stub""",1101357504,214.8,SOUTH AMERICA
Aldo Schneider,Brazil,"""Stub""",1092981443,214.8,SOUTH AMERICA
Augusto Severo de Albuquerque Maranhão,Brazil,"""Stub""",1033155129,214.8,SOUTH AMERICA
"José Manuel da Silva, Baron of Tietê",Brazil,"""Stub""",1094131544,214.8,SOUTH AMERICA
Fabiano Silveira,Brazil,"""Start""",1097157218,214.8,SOUTH AMERICA
Jose de Sousa Campos,Brazil,"""Stub""",1015210781,214.8,SOUTH AMERICA
"Irineu Evangelista de Sousa, Viscount of Mauá",Brazil,"""C""",1095667959,214.8,SOUTH AMERICA
"João Cardoso de Meneses e Sousa, Baron of Paranapiacaba",Brazil,"""Start""",1097159430,214.8,SOUTH AMERICA
Aureliano Cândido Tavares Bastos,Brazil,"""Start""",1001957115,214.8,SOUTH AMERICA
Juarez Távora (general),Brazil,"""C""",1094239935,214.8,SOUTH AMERICA
"Antônio de Queirós Teles, Baron of Jundiaí",Brazil,"""Stub""",1014343460,214.8,SOUTH AMERICA
Evaristo da Veiga,Brazil,"""Stub""",1106429833,214.8,SOUTH AMERICA
Luís Viana Neto,Brazil,"""Start""",1097160637,214.8,SOUTH AMERICA
André Zacharow,Brazil,"""Stub""",1103029055,214.8,SOUTH AMERICA
Aleksandar Alekov,Bulgaria,"""Start""",1106388347,6.8,EASTERN EUROPE
Anyu Angelov,Bulgaria,"""Start""",1109005189,6.8,EASTERN EUROPE
Dolores Arsenova,Bulgaria,"""C""",994730790,6.8,EASTERN EUROPE
Atanas Atanasov (politician),Bulgaria,"""Start""",1102528583,6.8,EASTERN EUROPE
Hristo Atanassov,Bulgaria,"""Start""",1076172488,6.8,EASTERN EUROPE
Jonas Basanavičius,Bulgaria,"""FA""",1111267587,6.8,EASTERN EUROPE
Alexander Bogoridi,Bulgaria,"""Start""",1114426710,6.8,EASTERN EUROPE
Vasil Chichibaba,Bulgaria,"""Start""",969578159,6.8,EASTERN EUROPE
Vladimir Damgov,Bulgaria,"""Start""",1086786118,6.8,EASTERN EUROPE
Ivan Dimov (scientist),Bulgaria,"""C""",931453017,6.8,EASTERN EUROPE
Valentin Fortunov,Bulgaria,"""Start""",1032125290,6.8,EASTERN EUROPE
Kristalina Georgieva,Bulgaria,"""GA""",1113225688,6.8,EASTERN EUROPE
Ivancho Hadzhipenchovich,Bulgaria,"""Start""",1029652571,6.8,EASTERN EUROPE
Aleksi Ivanov,Bulgaria,"""Start""",1105069303,6.8,EASTERN EUROPE
Georgi Ivanov (mayor),Bulgaria,"""Stub""",937372283,6.8,EASTERN EUROPE
Ljubica Ivošević Dimitrov,Bulgaria,"""Start""",1070575609,6.8,EASTERN EUROPE
Grozdan Karadzhov,Bulgaria,"""Start""",1066070185,6.8,EASTERN EUROPE
Vladimir Karolev,Bulgaria,"""Start""",1099282655,6.8,EASTERN EUROPE
Georgi Kirkov,Bulgaria,"""Stub""",1005695384,6.8,EASTERN EUROPE
Spiro Kitinchev,Bulgaria,"""C""",1063738922,6.8,EASTERN EUROPE
Kalina Konstantinova,Bulgaria,"""Stub""",1104793980,6.8,EASTERN EUROPE
Kostadin Kostadinov (professor),Bulgaria,"""Start""",1110428529,6.8,EASTERN EUROPE
Gavril Krastevich,Bulgaria,"""Stub""",1081400175,6.8,EASTERN EUROPE
Nikola Lazarov,Bulgaria,"""B""",1055871409,6.8,EASTERN EUROPE
Ivan Marazov,Bulgaria,"""Stub""",917237234,6.8,EASTERN EUROPE
Venko Markovski,Bulgaria,"""C""",1114988749,6.8,EASTERN EUROPE
Sebihan Mehmed,Bulgaria,"""Stub""",1092778647,6.8,EASTERN EUROPE
Ilian Mihov,Bulgaria,"""Start""",1114357808,6.8,EASTERN EUROPE
Nikola Minchev,Bulgaria,"""Start""",1114820940,6.8,EASTERN EUROPE
Plamen Panayotov,Bulgaria,"""Stub""",1096862893,6.8,EASTERN EUROPE
Vladislav Panev,Bulgaria,"""Stub""",1054474125,6.8,EASTERN EUROPE
Asparuh Panov,Bulgaria,"""Stub""",1022365931,6.8,EASTERN EUROPE
Daniel Panov,Bulgaria,"""Start""",1077856970,6.8,EASTERN EUROPE
Aleksandar Paunov,Bulgaria,"""Stub""",1003790540,6.8,EASTERN EUROPE
Kiril Petkov,Bulgaria,"""GA""",1114126346,6.8,EASTERN EUROPE
Ivan Stanchov,Bulgaria,"""Stub""",1100259796,6.8,EASTERN EUROPE
Hristiana Todorova,Bulgaria,"""Start""",1097213735,6.8,EASTERN EUROPE
Borislav Tsekov,Bulgaria,"""Start""",1098837966,6.8,EASTERN EUROPE
Tsvetko Boboshevski,Bulgaria,"""Stub""",1013781277,6.8,EASTERN EUROPE
Velko Valkanov,Bulgaria,"""Stub""",1060696696,6.8,EASTERN EUROPE
Ventsislav Varbanov,Bulgaria,"""Stub""",1108228084,6.8,EASTERN EUROPE
Damyan Velchev,Bulgaria,"""Stub""",1104678360,6.8,EASTERN EUROPE
Svetoslav Vitkov,Bulgaria,"""Start""",1088561141,6.8,EASTERN EUROPE
Mincho Yovchev,Bulgaria,"""Stub""",1101186643,6.8,EASTERN EUROPE
Martin Zaimov,Bulgaria,"""Start""",1083075073,6.8,EASTERN EUROPE
Dragomir Zakov,Bulgaria,"""Start""",1112779696,6.8,EASTERN EUROPE
Nayden Zelenogorski,Bulgaria,"""Stub""",1088342299,6.8,EASTERN EUROPE
Boureima Badini,Burkina Faso,"""Start""",1066047125,22.7,WESTERN AFRICA
Blaise Bassoleth,Burkina Faso,"""Stub""",1050043776,22.7,WESTERN AFRICA
Nazi Boni,Burkina Faso,"""Start""",1076793254,22.7,WESTERN AFRICA
François Compaoré,Burkina Faso,"""Start""",1108463297,22.7,WESTERN AFRICA
Daniel Ouezzin Coulibaly,Burkina Faso,"""Stub""",918075025,22.7,WESTERN AFRICA
Toubé Clément Dakio,Burkina Faso,"""Stub""",1053333514,22.7,WESTERN AFRICA
Elise Foniyama Thiombioano Ilboudo,Burkina Faso,"""Stub""",1062255717,22.7,WESTERN AFRICA
Frédéric Guirma,Burkina Faso,"""Stub""",1053332359,22.7,WESTERN AFRICA
Emile Ilboudo,Burkina Faso,"""Stub""",1053332274,22.7,WESTERN AFRICA
Zinda Kaboré,Burkina Faso,"""Stub""",1050917887,22.7,WESTERN AFRICA
Christophe Kalenzaga,Burkina Faso,"""Start""",951757578,22.7,WESTERN AFRICA
Joséphine Ki-Zerbo,Burkina Faso,"""Stub""",1108677667,22.7,WESTERN AFRICA
Begnon-Damien Kone,Burkina Faso,"""Stub""",1026369404,22.7,WESTERN AFRICA
Kouamé Lougué,Burkina Faso,"""Stub""",1066098405,22.7,WESTERN AFRICA
Jean-Baptiste Natama,Burkina Faso,"""Stub""",1115090605,22.7,WESTERN AFRICA
Jean-Baptiste Ouédraogo,Burkina Faso,"""FA""",1105203937,22.7,WESTERN AFRICA
Mamadou Ouédraogo,Burkina Faso,"""Stub""",1021835192,22.7,WESTERN AFRICA
Pargui Emile Paré,Burkina Faso,"""Stub""",1109114806,22.7,WESTERN AFRICA
Filippe Savadogo,Burkina Faso,"""Stub""",1099231025,22.7,WESTERN AFRICA
Nouhoun Sigue,Burkina Faso,"""Stub""",1053333064,22.7,WESTERN AFRICA
Diongolo Traore,Burkina Faso,"""Stub""",861250146,22.7,WESTERN AFRICA
Maurice Yaméogo,Burkina Faso,"""FA""",1105869651,22.7,WESTERN AFRICA
Saye Zerbo,Burkina Faso,"""Start""",1067927039,22.7,WESTERN AFRICA
Domine Banyankimbona,Burundi,"""Stub""",1069455389,12.9,EASTERN AFRICA
Joseph Biroli,Burundi,"""GA""",1091158074,12.9,EASTERN AFRICA
Joseph Butore,Burundi,"""Stub""",1021128901,12.9,EASTERN AFRICA
Joseph Cimpaye,Burundi,"""C""",1080421208,12.9,EASTERN AFRICA
Edouard Nduwimana,Burundi,"""Stub""",1032468586,12.9,EASTERN AFRICA
Gervais Nyangoma,Burundi,"""Start""",1080903489,12.9,EASTERN AFRICA
Aimée Kanyana,Burundi,"""Stub""",1032854364,12.9,EASTERN AFRICA
Gérard Mfuranzima,Burundi,"""Start""",1059652996,12.9,EASTERN AFRICA
Alain Mutabazi,Burundi,"""Stub""",1042900537,12.9,EASTERN AFRICA
Cyrille Ndayirukiye,Burundi,"""Stub""",1099827364,12.9,EASTERN AFRICA
Révérien Ndikuriyo,Burundi,"""Start""",1105613739,12.9,EASTERN AFRICA
Eustache Ngabisha,Burundi,"""Start""",1096057884,12.9,EASTERN AFRICA
Léonce Ngendakumana,Burundi,"""Stub""",956640760,12.9,EASTERN AFRICA
Marie Chantal Nijimbere,Burundi,"""Start""",1081391171,12.9,EASTERN AFRICA
Tharcisse Niyongabo,Burundi,"""Stub""",1040979617,12.9,EASTERN AFRICA
Gabriel Nizigama,Burundi,"""Stub""",1017380720,12.9,EASTERN AFRICA
Ancilla Ntakaburimvo,Burundi,"""Stub""",1038438954,12.9,EASTERN AFRICA
Jean-Baptiste Ntidendereza,Burundi,"""C""",1091156761,12.9,EASTERN AFRICA
Ririkumutima,Burundi,"""Start""",1103261297,12.9,EASTERN AFRICA
Agathon Rwasa,Burundi,"""Start""",1089496637,12.9,EASTERN AFRICA
Imelde Sabushimike,Burundi,"""Start""",1046251467,12.9,EASTERN AFRICA
Albert Shingiro,Burundi,"""Start""",1088693789,12.9,EASTERN AFRICA
Cyriaque Simbizi,Burundi,"""Start""",1080578027,12.9,EASTERN AFRICA
Alexis Sinduhije,Burundi,"""GA""",1092395127,12.9,EASTERN AFRICA
Ang Vong Vathana,Cambodia,"""Stub""",1106363571,16.8,SOUTHEAST ASIA
Bun Chanmol,Cambodia,"""C""",1109177249,16.8,SOUTHEAST ASIA
Chem Snguon,Cambodia,"""Stub""",1059573671,16.8,SOUTHEAST ASIA
Chhan Sokhom,Cambodia,"""Stub""",1059573770,16.8,SOUTHEAST ASIA
Chuon Saodi,Cambodia,"""Stub""",1059573024,16.8,SOUTHEAST ASIA
Duong Sam Ol,Cambodia,"""Stub""",1094852239,16.8,SOUTHEAST ASIA
Ieu Koeus,Cambodia,"""Stub""",1107109489,16.8,SOUTHEAST ASIA
Khem Veasna,Cambodia,"""Start""",1109114751,16.8,SOUTHEAST ASIA
Kou Roun,Cambodia,"""Stub""",1059572876,16.8,SOUTHEAST ASIA
Daran Kravanh,Cambodia,"""Stub""",1096672232,16.8,SOUTHEAST ASIA
Lon Nil,Cambodia,"""Start""",1059582440,16.8,SOUTHEAST ASIA
Ly Khvan Pan,Cambodia,"""Stub""",1059572637,16.8,SOUTHEAST ASIA
Mao Ayuth,Cambodia,"""C""",1099980718,16.8,SOUTHEAST ASIA
Neav Sithong,Cambodia,"""Stub""",1059563159,16.8,SOUTHEAST ASIA
Ngoun Chhay Kry,Cambodia,"""Stub""",1059567048,16.8,SOUTHEAST ASIA
Norodom Norindeth,Cambodia,"""Start""",1097718042,16.8,SOUTHEAST ASIA
Norodom Phurissara,Cambodia,"""Start""",1059276168,16.8,SOUTHEAST ASIA
Oung Ouen,Cambodia,"""Stub""",1079121769,16.8,SOUTHEAST ASIA
Phlek Chhat,Cambodia,"""Stub""",1059566416,16.8,SOUTHEAST ASIA
Ponn Vongs Vaddey,Cambodia,"""Stub""",1059574324,16.8,SOUTHEAST ASIA
Say Phouthang,Cambodia,"""Stub""",1059582575,16.8,SOUTHEAST ASIA
Sisowath Youtevong,Cambodia,"""Start""",1107113292,16.8,SOUTHEAST ASIA
So Nem,Cambodia,"""Stub""",1111929288,16.8,SOUTHEAST ASIA
Tep Hun,Cambodia,"""Stub""",1081916038,16.8,SOUTHEAST ASIA
Tep Phan,Cambodia,"""Stub""",1059565834,16.8,SOUTHEAST ASIA
Thiounn,Cambodia,"""GA""",1108028340,16.8,SOUTHEAST ASIA
Touch Kim,Cambodia,"""Stub""",1068185468,16.8,SOUTHEAST ASIA
Truong Cang,Cambodia,"""Start""",1067944733,16.8,SOUTHEAST ASIA
Tuot Saron,Cambodia,"""Start""",1059582752,16.8,SOUTHEAST ASIA
Uch Ven,Cambodia,"""Stub""",1059582941,16.8,SOUTHEAST ASIA
Uk Vithun,Cambodia,"""Stub""",1064744142,16.8,SOUTHEAST ASIA
Ung Hong Sath,Cambodia,"""Stub""",1094819140,16.8,SOUTHEAST ASIA
Veng Sakhon,Cambodia,"""Stub""",1114970454,16.8,SOUTHEAST ASIA
Yat Hwaidi,Cambodia,"""Stub""",1081234427,16.8,SOUTHEAST ASIA
Vincent de Paul Ahanda,Cameroon,"""Stub""",1083376451,27.9,MIDDLE AFRICA
Lawrence Fonka Shang,Cameroon,"""Stub""",1041211681,27.9,MIDDLE AFRICA
Victor Fotso,Cameroon,"""Stub""",1102345166,27.9,MIDDLE AFRICA
Séraphin Magloire Fouda,Cameroon,"""Stub""",1009662257,27.9,MIDDLE AFRICA
Njomgang Isaac,Cameroon,"""Start""",1108440685,27.9,MIDDLE AFRICA
Augustine Ngom Jua,Cameroon,"""Start""",1040317165,27.9,MIDDLE AFRICA
Pierre Kotouo,Cameroon,"""Stub""",948427004,27.9,MIDDLE AFRICA
Ibrahim Mbombo Njoya,Cameroon,"""Start""",1112559227,27.9,MIDDLE AFRICA
Ousmane Mey,Cameroon,"""Start""",1017007525,27.9,MIDDLE AFRICA
Victor Mukete,Cameroon,"""Start""",1098691243,27.9,MIDDLE AFRICA
Bernard Muna,Cameroon,"""Start""",1108720863,27.9,MIDDLE AFRICA
Pierre Ngayewang,Cameroon,"""Stub""",1015516439,27.9,MIDDLE AFRICA
John Ebong Ngole,Cameroon,"""Stub""",1108422427,27.9,MIDDLE AFRICA
Victor Anomah Ngu,Cameroon,"""Start""",1112931112,27.9,MIDDLE AFRICA
Dorothy L. Njeuma,Cameroon,"""Start""",1067488532,27.9,MIDDLE AFRICA
Bernard Njonga,Cameroon,"""Stub""",1098278415,27.9,MIDDLE AFRICA
Arouna N'Joya,Cameroon,"""Stub""",1021209755,27.9,MIDDLE AFRICA
Edouard Nomo-Ongolo,Cameroon,"""Stub""",1090643523,27.9,MIDDLE AFRICA
Antoine Ntsimi,Cameroon,"""C""",1021211954,27.9,MIDDLE AFRICA
André Ngongang Ouandji,Cameroon,"""Stub""",1021209594,27.9,MIDDLE AFRICA
Paul Pondi,Cameroon,"""C""",1021211934,27.9,MIDDLE AFRICA
