,name,article_quality
6892,Chuwit Chitsakul,"""Start"""
6893,Hangthong Thammawattana,"""C"""
6894,Khrong Chandawong,"""C"""
6895,Pallop Pinmanee,"""C"""
6896,Phayom Chulanont,"""Start"""
6897,Pita Limjaroenrat,"""C"""
6898,Piyabutr Saengkanokkul,"""Start"""
6899,Phraya Ratsadanupradit Mahitsaraphakdi,"""Stub"""
6900,Samak Jalikula,"""Stub"""
6901,Sang Phathanothai,"""Start"""
6902,Sereepisuth Temeeyaves,"""C"""
6903,Sodsai Rungphothong,"""Stub"""
6904,Sophon Suphapong,"""Stub"""
6905,Surangkana Wayuparb,"""C"""
6906,Teerakiat Jaroensettasin,"""Stub"""
6907,Thamanat Prompow,"""C"""
6908,Thanathorn Juangroongruangkit,"""GA"""
6909,Tiang Sirikhanth,"""Start"""
6910,Vichien Khaokham,"""Stub"""
6911,Luang Wichitwathakan,"""C"""
6912,Aliança de Araújo,"""Start"""
6913,María do Céu,"""Start"""
6914,Brigida Antónia Correia,"""Start"""
6915,Isabel da Costa Ferreira,"""C"""
6916,Albina Marçal Freitas,"""Start"""
6917,Ángela Freitas,"""Start"""
6918,Justino Mota,"""Start"""
6919,Maria da Paixão da Costa,"""Stub"""
6920,Olinda Morais,"""Start"""
6921,Manuel Magalhaes de Oliveira,"""Stub"""
6922,Alfredo Pires,"""Stub"""
6923,Nino Konis Santana,"""Stub"""
6924,José Abílio Osório Soares,"""Start"""
6925,João da Costa Tavares,"""C"""
6926,Mário Viegas Carrascalão,"""C"""
6927,Maria Terezinha Viegas,"""Start"""
6928,Kafui Adjamagbo-Johnson,"""Start"""
6929,Angèle Dola Akofa Aguigah,"""C"""
6930,Robert Ajavon,"""Stub"""
6931,Martin Aku,"""Stub"""
6932,Claude Améganvi,"""Stub"""
6933,Jacques Amouzou,"""Start"""
6934,Emmanuel Bodjollé,"""Stub"""
6935,Clément Nyaletsossi Voule,"""Start"""
6936,Cokossi,"""Stub"""
6937,Kléber Dadjo,"""Start"""
6938,Roland Kpotsra,"""Start"""
6939,Issifou Tabiou Taffa,"""Start"""
6940,Kodjo Amegnisso Tossou,"""Stub"""
6941,Mawupé Valentin Vovor,"""C"""
6942,Sani Yaya,"""Start"""
6943,Enele Maʻafu,"""C"""
6944,Viliami Tupoulahi Mailefihi Tuku'aho,"""C"""
6945,ʻUluvalu,"""Start"""
6946,Henry Alcazar,"""C"""
6947,James Biggart,"""C"""
6948,Cyrus Prudhomme David,"""C"""
6949,William Demas,"""Stub"""
6950,Gypsy (calypsonian),"""Start"""
6951,Isaac Hope,"""Start"""
6952,Martin Joseph,"""Start"""
6953,Kenneth Lalla,"""Stub"""
6954,Emmanuel Mzumbo Lazare,"""C"""
6955,Randall Mitchell,"""Start"""
6956,Arnold Piggott,"""Stub"""
6957,"David Pitt, Baron Pitt of Hampstead","""C"""
6958,Kevin Ramnarine,"""Stub"""
6959,Sarran Teelucksingh,"""C"""
6960,Ronald Jay Williams,"""C"""
6961,Hugh Wooding,"""Start"""
6962,Habib Achour,"""Stub"""
6963,Mekki Aloui,"""Stub"""
6964,Ferjani Bel Haj Ammar,"""Stub"""
6965,Chedly Ayari,"""C"""
6966,Mahmoud Ben Ayed,"""C"""
6967,Mounir Baatour,"""Start"""
6968,Selma Baccar,"""C"""
6969,Yadh Ben Achour,"""Start"""
6970,Ahmed Ben Salah,"""C"""
6971,Leila Ben-Gacem,"""C"""
6972,Mohamed Nejib Berriche,"""Stub"""
6973,Ghazi Chaouachi,"""Stub"""
6974,Ali Chaouch,"""Start"""
6975,Mohamed Charfi,"""Start"""
6976,Mohamed Messaoud Chebbi,"""Stub"""
6977,Ahmad ibn Abi Diyaf,"""B"""
6978,Mahmoud Djellouli,"""Start"""
6979,Mohamed Salah Fliss,"""C"""
6980,Mohamed Ghannouchi,"""C"""
6981,Rached Ghannouchi,"""GA"""
6982,Sadok Ghileb,"""Stub"""
6983,Nebiha Gueddana,"""C"""
6984,Mezri Haddad,"""C"""
6985,Radhia Haddad,"""Start"""
6986,Ali Bach Hamba,"""Start"""
6987,Mohamed Hechmi Hamdi,"""Start"""
6988,Kamel Jendoubi,"""C"""
6989,Faten Kallel,"""Start"""
6990,Ibrahim Kassas,"""Stub"""
6991,Othman Kechrid,"""Start"""
6992,Omezzine Khelifa,"""Start"""
6993,Slaheddine Maaoui,"""Start"""
6994,Selma Hédia Mabrouk,"""GA"""
6995,Zouhair Maghzaoui,"""Stub"""
6996,Seifeddine Makhlouf,"""Stub"""
6997,Mohamed Masmoudi,"""Stub"""
6998,Mustapha Masmoudi,"""Stub"""
6999,Tarak Mekki,"""Start"""
7000,Ahmed Mestiri,"""Stub"""
7001,Abir Moussi,"""C"""
7002,Naceur Ben Jaâfar,"""C"""
7003,Nizar Ben Néji,"""Start"""
7004,Mahmud Qabadu,"""B"""
7005,Giuseppe Raffo,"""C"""
7006,Mustapha Saheb Ettabaa,"""Start"""
7007,Salah Farhat,"""C"""
7008,Saïda Sassi,"""C"""
7009,Béchir Sfar,"""GA"""
7010,Tahar Sfar,"""C"""
7011,Ahmed Tlili,"""C"""
7012,Imed Trabelsi,"""C"""
7013,Tahar Zaouche,"""Start"""
7014,Mohamed Larbi Zarrouk,"""Start"""
7015,Ali Zouaoui,"""Stub"""
7016,Avni Akyol,"""Start"""
7017,Ali Cenani,"""Start"""
7018,Cihan Alptekin,"""Stub"""
7019,Kadri Altay,"""Stub"""
7020,Fahrettin Altun,"""Start"""
7021,Oğuzhan Asiltürk,"""Start"""
7022,Abdulrahman Bashkan,"""Start"""
7023,Hasan Basri Güzeloğlu,"""Stub"""
7024,Tuna Bekleviç,"""C"""
7025,Cemil Bilsel,"""Start"""
7026,Metin Bostancıoğlu,"""Stub"""
7027,Burhan Belge,"""Stub"""
7028,Ahmet Çakır,"""Stub"""
7029,Sabahattin Cevheri,"""Stub"""
7030,Tuncay Dinç,"""Start"""
7031,Fatih Dönmez,"""Start"""
7032,Zeki Eker,"""Start"""
7033,Eyüp Sabri Hayırlıoğlu,"""Stub"""
7034,Ali Fidan,"""Start"""
7035,Taha Genç,"""Start"""
7036,Hafız Mehmet,"""C"""
7037,Hasan Reşit Tankut,"""C"""
7038,Suphi Nuri İleri,"""Stub"""
7039,Ali İnci,"""Stub"""
7040,Atıf Kamçıl,"""C"""
7041,Gülizar Biçer Karaca,"""Start"""
7042,Tuncer Kayalar,"""Start"""
7043,İmran Kılıç,"""Stub"""
7044,Ertuğrul Mat,"""Start"""
7045,Abdurrahman Melek,"""Start"""
7046,Mustafa Arif Deymer,"""Start"""
7047,Mustafa Baki Ersoy,"""Stub"""
7048,Memduh Oğuz,"""Start"""
7049,Saruhan Oluç,"""Start"""
7050,Fuat Necati Öncel,"""Start"""
7051,Cahit Ortaç,"""Stub"""
7052,Osman Nuri Önügören,"""Start"""
7053,Korkut Özal,"""Start"""
7054,Faik Ali Ozansoy,"""C"""
7055,Vahdettin Özkan,"""Start"""
7056,Musa Piroğlu,"""Start"""
7057,Reşit Ronabar,"""Stub"""
7058,Mustafa Sabri,"""C"""
7059,Namık Kemal Şentürk,"""Stub"""
7060,Kader Sevinc,"""Stub"""
7061,Hüseyin Sungur,"""Stub"""
7062,Hacı Garip Taner,"""Start"""
7063,Kemal Tekden,"""Stub"""
7064,Mustafa Timisi,"""Start"""
7065,Tunalı Hilmi,"""C"""
7066,Turgut Okyay,"""Start"""
7067,Ziya Uğur,"""Stub"""
7068,Suut Kemal Yetkin,"""Start"""
7069,Serdar Hüseyin Yıldırım,"""Stub"""
7070,Ahmet Reyiz Yılmaz,"""Start"""
7071,Baha Cemal Zağra,"""Stub"""
7072,Khalnazar Agakhanov,"""Stub"""
7073,Saparmyrat Batyrow,"""Stub"""
7074,Annaguly Deryayev,"""Stub"""
7075,Shamuhammet Durdylyyev,"""C"""
7076,Mammetmyrat Geldinyyazov,"""Stub"""
7077,Akmyrat Rejepow,"""Stub"""
7078,Ata Serdarov,"""Start"""
7079,Nazar Suyunov,"""Stub"""
7080,Teniku Talesi,"""Start"""
7081,Ielemia Ministry,"""Start"""
7082,Iakoba Italeli,"""GA"""
7083,Lotoala Metia,"""C"""
7084,Henry Naisali,"""C"""
7085,Falesa Pitoi,"""Start"""
7086,Second Toafa Ministry,"""Start"""
7087,Taom Tanukale,"""Start"""
7088,Telavi Ministry,"""Start"""
7089,Fiatau Penitala Teo,"""Start"""
7090,Solofa Uota,"""Stub"""
7091,Ssendi Mosh Afrikan,"""Start"""
7092,Apollo Ofwono,"""Stub"""
7093,Christine Apolot,"""Start"""
7094,Florence Akiiki Asiimwe,"""Start"""
7095,Charles Ayume,"""Start"""
7096,Edith Mary Bataringaya,"""GA"""
7097,Flavia Rwabuhoro Kabahenda,"""Start"""
7098,John Kabaireho,"""Stub"""
7099,Joseph Kabuleta,"""C"""
7100,Apollo Kaggwa,"""C"""
7101,Michael Kawalya Kagwa,"""Stub"""
7102,Robert Mugabe Kakyebezi,"""Start"""
7103,Paulo Kavuma,"""Stub"""
7104,Patrick Kayemba,"""Stub"""
7105,Daniel Kidega,"""Start"""
7106,Yabezi Kiiza,"""Stub"""
7107,Pumla Kisosonkole,"""Start"""
7108,Annie Logiel,"""C"""
7109,James Mamawi,"""Stub"""
7110,Jack Maumbe Mukhwana,"""Start"""
7111,Willy Mayambala,"""Start"""
7112,Kibirige Mayanja,"""Start"""
7113,Tamale Mirundi,"""Start"""
7114,Moses Okot Jr,"""Stub"""
7115,Mathias Mpuuga,"""Start"""
7116,Mary Mugyenyi,"""Stub"""
7117,Isaac Mulindwa,"""Start"""
7118,Besueri Kiwanuka Lusse Mulondo,"""Stub"""
7119,Victoria Mwaka,"""Start"""
7120,Fred Mwesigye,"""Start"""
7121,Faridah Nambi,"""Start"""
7122,Ndyomugyenyi Roland Bish,"""Start"""
7123,Asinansi Nyakato,"""Start"""
7124,Geoffrey Onegi Obel,"""Start"""
7125,Onegi Obel,"""Start"""
7126,James Obita,"""Stub"""
7127,Amos Okot,"""Stub"""
7128,Bosmic Otim,"""Start"""
7129,Ricky Richard Anywar,"""Start"""
7130,Ruth Molly Lematia,"""Start"""
7131,Eric Sakwa,"""Stub"""
7132,Sitenda Sebalu,"""Stub"""
7133,Wilson Tumwine,"""Stub"""
7134,Sarah Nambozo Wekomba,"""Start"""
7135,Oleksiy Arestovych,"""Stub"""
7136,Oleh Barna,"""Stub"""
7137,Alexander Barybin,"""Start"""
7138,Andriy Beshta,"""Stub"""
7139,Yurii Biriukov (volunteer),"""GA"""
7140,Ivan Bisyuk,"""Stub"""
7141,Ihor Brusylo,"""Start"""
7142,Maksym Buzhanskyi,"""Start"""
7143,Vyacheslav Chaus,"""Start"""
7144,Dmytriy Leonidovich Cherniavskiy,"""Stub"""
7145,Ihor Dolhov,"""Start"""
7146,Anatoliy Fedorchuk,"""Start"""
7147,Ivan Gel,"""Stub"""
7148,Izet Hdanov,"""Start"""
7149,Valeriy Holovko,"""Start"""
7150,Oleksandr Honcharenko,"""C"""
7151,Borys Hrinchenko,"""C"""
7152,Igor Zhovkva,"""Stub"""
7153,Stepan Ivakhiv,"""Start"""
7154,Andrey Vladimirovich Ivanchuk,"""Start"""
7155,Konstantin Ivashchenko,"""Start"""
7156,Vasily Karazin,"""C"""
7157,Dmytro Kashchuk,"""Start"""
7158,Ihor Kharchenko,"""Start"""
7159,Klitschko brothers,"""GA"""
7160,Roman Kostenko,"""Start"""
7161,Mykola Kulinich,"""Start"""
7162,Volodymyr Kuratchenko,"""Start"""
7163,Vitalii Kurylo,"""C"""
7164,Anatolii Kutsevol,"""C"""
7165,Ihor Kyzym,"""Start"""
7166,Hennadiy Lahuta,"""Stub"""
7167,Andriy Maryanovych Levus,"""Start"""
7168,Ivan Lypa,"""Start"""
7169,Arnold Margolin,"""C"""
7170,Oleh Meidych,"""Start"""
7171,Oleksandr Motsyk,"""C"""
7172,Volodymyr Mulyava,"""Stub"""
7173,Oleh Kulinich,"""GA"""
7174,Oleksii Dniprov,"""C"""
7175,Vyacheslav Ovechkin,"""Start"""
7176,Mykhailo Podolyak,"""GA"""
7177,Vasyl Poraiko,"""Start"""
7178,Mykhailo Reznik,"""Start"""
7179,Mykola Riabovil,"""Stub"""
7180,Roman Mashovets,"""Start"""
7181,Mykola Romanyuk,"""Start"""
7182,Viacheslav Rublyov,"""Start"""
7183,Oleksandr Ruzhytskyi,"""Start"""
7184,Ihor Sahach,"""Start"""
7185,Volodymyr Saldo,"""GA"""
7186,Volodymyr Serhiychuk,"""Start"""
7187,Oleh Shamshur,"""Start"""
7188,Serhiy Shefir,"""Start"""
7189,Volodymyr Stelmakh,"""Start"""
7190,Ivan Steshenko,"""Start"""
7191,Viacheslav Suprunenko,"""Start"""
7192,Taras Tarasenko,"""Start"""
7193,Tamila Tasheva,"""Start"""
7194,Sergei Timchenko,"""Start"""
7195,Volodymyr Tsvil,"""C"""
7196,Volodymyr Tyahlo,"""Start"""
7197,Kyrylo Tymoshenko,"""C"""
7198,Evgeniy Udod,"""Start"""
7199,Andriy Veselovsky,"""Start"""
7200,Dmytro Vorona,"""Start"""
7201,Mykola Yankovsky,"""C"""
7202,Alla Yaroshinskaya,"""C"""
7203,Kostiantyn Yastrub,"""Stub"""
7204,Anatoliy Zasukha,"""Start"""
7205,Natalya Zemna,"""Start"""
7206,Vitaly Zholobov,"""Start"""
7207,Abdullah Omran Taryam,"""Start"""
7208,Jouan Salem Al Dhaheri,"""Start"""
7209,Hassan al Diqqi,"""C"""
7210,Rashid Ahmad bin Fahad,"""Stub"""
7211,Mohammad Al Gergawi,"""Start"""
7212,Saqr Ghobash,"""Stub"""
7213,Hamdan bin Mohammed Al Nahyan,"""Stub"""
7214,Mohammed Khalfan Bin Kharbash,"""Stub"""
7215,Ahmed bin Rashid Al Maktoum,"""Start"""
7216,Ahmed bin Saeed Al Maktoum,"""C"""
7217,Hamdan bin Rashid Al Maktoum,"""C"""
7218,Maktoum bin Rashid Al Maktoum,"""C"""
7219,Mohammed bin Khalifa Al Maktoum,"""Stub"""
7220,Mohammed bin Rashid Al Maktoum,"""GA"""
7221,Saeed bin Maktoum bin Hasher Al Maktoum,"""GA"""
7222,Hawaa Al Mansoori,"""GA"""
7223,Sultan bin Saeed Al Mansoori,"""Start"""
7224,Mansour bin Zayed Al Nahyan,"""GA"""
7225,Abdulla bin Touq Al Marri,"""C"""
7226,Mohammed bin Saud Al Qasimi,"""Start"""
7227,Abdullah bin Zayed Al Nahyan,"""C"""
7228,Hamdan bin Zayed bin Sultan Al Nahyan,"""C"""
7229,Hamed bin Zayed Al Nahyan,"""C"""
7230,Khaled bin Mohamed Al Nahyan,"""C"""
7231,Mohammed bin Khalifa bin Zayed Al Nahyan,"""Stub"""
7232,Mohamed bin Zayed Al Nahyan,"""B"""
7233,Nahyan bin Mubarak Al Nahyan,"""C"""
7234,Saeed bin Zayed Al Nahyan,"""C"""
7235,Shakhbut bin Sultan Al Nahyan,"""Start"""
7236,Sultan bin Zayed bin Sultan Al Nahyan,"""Start"""
7237,Rashid Abdullah Al Nuaimi,"""Start"""
7238,Saqr bin Zayed Al Nahyan,"""Stub"""
7239,Mohammed Hussein Al Shaali,"""Stub"""
7240,Abdulaziz Nasser Al Shamsi,"""Start"""
7241,Ahmed Bin Khalifa Al Suwaidi,"""Stub"""
7242,Taryam Omran Taryam,"""Start"""
7243,Ahmad Al Tayer,"""Stub"""
7244,Luis Almagro,"""GA"""
7245,José Gervasio Artigas,"""C"""
7246,Artigas Barrios,"""Stub"""
7247,Sebastián Bauzá,"""Start"""
7248,Mónica Bottero,"""Start"""
7249,Jorge Bruni,"""Stub"""
7250,Guillermo Chifflet,"""Stub"""
7251,Guillermo Domenech,"""Start"""
7252,Lorenzo Antonio Fernández,"""Stub"""
7253,Pedro Figari,"""C"""
7254,Liliam Kechichián,"""Start"""
7255,Dámaso Antonio Larrañaga,"""Stub"""
7256,Juan Francisco Larrobla,"""Stub"""
7257,Eduardo Lorier,"""Stub"""
7258,Hector Luisi,"""Stub"""
7259,Guido Manini Ríos,"""C"""
7260,Isidoro de María,"""Stub"""
7261,Luis Melián Lafinur,"""Start"""
7262,Eudoro Melo,"""Stub"""
7263,Antonio Mercader,"""Start"""
7264,Pablo Mieres,"""Start"""
7265,José Benito Monterroso,"""Stub"""
7266,Tristán Narvaja,"""Start"""
7267,Gonzalo Nin Novoa,"""Stub"""
7268,Edgardo Novick,"""Stub"""
7269,María Inés Obaldía,"""Start"""
7270,Yamandú Orsi,"""Stub"""
7271,José Brito del Pino,"""C"""
7272,Enrique Pintado,"""Stub"""
7273,Carlos Pita (politician),"""Start"""
7274,Carlos Quijano,"""Stub"""
7275,Laura Raffo,"""C"""
7276,José Rondeau,"""Start"""
7277,Elbio Rosselli,"""Stub"""
7278,Florencio Sánchez,"""C"""
7279,José Pedro Varela,"""Stub"""
7280,Pedro Vaz (diplomat),"""Stub"""
7281,Mateo Vidal,"""Stub"""
7282,Jorge Zabalza,"""Start"""
7283,Ikhtiyor Abdullayev,"""Start"""
7284,Adham Ahmedbaev,"""Start"""
7285,Abdusalom Azizov,"""Start"""
7286,Uktam Barnoev,"""Start"""
7287,Sa'dulla Begaliyev,"""Stub"""
7288,Rustam Inoyatov,"""Start"""
7289,Rashid Kadyrov,"""C"""
7290,Karim Kamalov,"""Start"""
7291,Tatyana Karimova,"""C"""
7292,Bakhodir Kurbanov (general),"""Start"""
7293,Jahangir Mamatov,"""C"""
7294,Boʻritosh Mustafoyev,"""Stub"""
7295,Narzullo Oblomurodov,"""Start"""
7296,Baxtiyor Rahimov,"""Start"""
7297,Bekjon Rakhmonov,"""Start"""
7298,Bakhodir Khan Turkistan,"""B"""
7299,Vincent Lunabek,"""Stub"""
7300,President of Vanuatu,"""Start"""
7301,Seule Simeon,"""Stub"""
7302,Jimmy Stevens (politician),"""Start"""
7303,Dinh Van Than,"""C"""
7304,Fernando Adames Torres,"""Start"""
7305,Fidel Barbarito,"""Stub"""
7306,Marialbert Barrios,"""Stub"""
7307,Pedro Bastidas,"""Start"""
7308,Alejandra Benítez,"""Start"""
7309,José Brito (politician),"""Start"""
7310,Rubén González Cárdenas,"""C"""
7311,José Curiel,"""Stub"""
7312,Felix Díaz Ortega,"""Start"""
7313,Vicente José Gregorio Díaz Silva,"""Stub"""
7314,Alí Domínguez,"""C"""
7315,Franklyn Duarte,"""Start"""
7316,Alberto Franceschi,"""Start"""
7317,Arnoldo Gabaldón,"""C"""
7318,Evangelina García Prince,"""Stub"""
7319,Vladimir Augusto Gessen Rodríguez,"""Stub"""
7320,César González Martínez,"""C"""
7321,Luis Graterol Caraballo,"""Start"""
7322,Liborio Guarulla,"""C"""
7323,Maryann Hanson,"""Stub"""
7324,Reinaldo Iturriza,"""Stub"""
7325,Andrés Izarra,"""Start"""
7326,José Bernabé Gutiérrez,"""Start"""
7327,Reinaldo Leandro Mora,"""Start"""
7328,Carlos Augusto León,"""Start"""
7329,Ramón Lobo (economist),"""Start"""
7330,Manuel Quevedo,"""Stub"""
7331,María Cristina Iglesias,"""Stub"""
7332,Jorge Elieser Márquez,"""Start"""
7333,Américo Martín,"""Stub"""
7334,Nelson Martínez (politician),"""Stub"""
7335,Carlos Mata Figueroa,"""Stub"""
7336,Manuel Antonio Matos,"""Start"""
7337,Ricardo José Menéndez Prieto,"""Start"""
7338,Nelson Merentes,"""Start"""
7339,Francisco de Miranda,"""B"""
7340,Diego Alfredo Molero Bellavia,"""Stub"""
7341,Venancio Antonio Morin,"""Stub"""
7342,Reinaldo Muñoz Pedroza,"""Stub"""
7343,Dia Nader de El-Andari,"""Start"""
7344,Moisés Naím,"""C"""
7345,Freddy Ñáñez,"""Stub"""
7346,Ana Elisa Osorio,"""Start"""
7347,Renny Ottolina,"""C"""
7348,Alejandro Peña Esclusa,"""C"""
7349,Miguel Peña (politician),"""Stub"""
7350,Lewis Pérez,"""Start"""
7351,Arkiely Perfecto,"""Start"""
7352,Eduardo Piñate,"""Start"""
7353,Humberto Prado,"""Start"""
7354,Omar Prieto,"""Start"""
7355,Benjamín Rausseo,"""Start"""
7356,Manuel Felipe Rugeles,"""Stub"""
7357,Milena Sardi de Selle,"""Stub"""
7358,Carlos Eduardo Stolk,"""Start"""
7359,Bolivia Suárez,"""Stub"""
7360,Gustavo Tarre,"""C"""
7361,José Herrera Uslar,"""Start"""
7362,Addy Valero,"""Start"""
7363,José Antonio Velutini,"""Start"""
7364,Henry Ventura,"""Stub"""
7365,Nervis Villalobos,"""C"""
7366,Bùi Tiến Dũng (politician),"""Stub"""
7367,Chu Văn An,"""Start"""
7368,Đinh Xuân Quảng,"""B"""
7369,Kiem Do,"""Start"""
7370,Đỗ Quang Giai,"""C"""
7371,Hồ Đắc Điềm,"""Stub"""
7372,Hồ Văn Nhựt,"""C"""
7373,Hoàng Cao Khải,"""Stub"""
7374,Hoang Van Chi,"""C"""
7375,Huỳnh Văn Cao,"""Start"""
7376,Lê Minh Hương,"""Stub"""
7377,Lê Quốc Minh,"""C"""
7378,Nguyễn Đức Chung,"""Start"""
7379,Nguyễn Duy Quý,"""Stub"""
7380,Nguyễn Hợp Đoàn,"""Start"""
7381,Nguyễn Quốc Cường,"""Stub"""
7382,Nguyễn Thị Hồng (economist),"""Stub"""
7383,Nguyễn Thị Thập,"""Start"""
7384,Nguyễn Văn Huyền,"""C"""
7385,Nguyễn Văn Lực,"""Stub"""
7386,Nguyễn Văn Trân,"""Stub"""
7387,Nguyễn Văn Xuân,"""Stub"""
7388,Tran Minh Tiet,"""C"""
7389,Trần Quốc Vượng (politician),"""GA"""
7390,Trần Tuấn Anh,"""Start"""
7391,Trương Đình Dzu,"""GA"""
7392,Võ Văn Thưởng,"""C"""
7393,Abdullah al-Alimi Bawazeer,"""Start"""
7394,Abdullah Badheeb,"""Start"""
7395,Fathi Tawfiq Abdulrahim,"""Stub"""
7396,Hamid al-Ahmar,"""Start"""
7397,Hashid Abdullah al-Ahmar,"""Stub"""
7398,Sam Yahya Al-Ahmar,"""Stub"""
7399,Abraham Aiyash,"""Start"""
7400,Talal Aklan,"""Stub"""
7401,Sultan al-Barakani,"""Stub"""
7402,Ameen Ali al-Akimi,"""Stub"""
7403,Muhammad Musa al-Amri,"""C"""
7404,Murshed Al-Arashani,"""Stub"""
7405,Mohamed al-Atifi,"""Stub"""
7406,Saleh Al-Aulaqi,"""Stub"""
7407,Yasser Al-Awadi,"""Stub"""
7408,Sagheer Hamoud Aziz,"""C"""
7409,Abdul Qadir Bajamal,"""Stub"""
7410,Mohammed Basindawa,"""Start"""
7411,Ali Al Bukhaiti,"""Stub"""
7412,Bruce Conde,"""Start"""
7413,Abdul Wahab Al-Dailami,"""Start"""
7414,Zayd Mutee' Dammaj,"""Start"""
7415,Ali Ahmad Nasser al-Dhahab,"""Stub"""
7416,Nabil Hasan al-Faqih,"""Stub"""
7417,Jalal Faqira,"""Stub"""
7418,Faraj Salmin Al-Buhsani,"""Stub"""
7419,Abdrabbuh Mansur Hadi,"""C"""
7420,Hassan ibn Yahya,"""Start"""
7421,Badreddin al-Houthi,"""Stub"""
7422,Ibrahim Bin Ali Al Wazeer,"""Start"""
7423,Ibrahim Haidan,"""Stub"""
7424,Mohammed Lutf al-Iryani,"""Stub"""
7425,Abd Al-Rahman Ali Al-Jifri,"""Start"""
7426,Tawakkol Karman,"""GA"""
7427,Hussein Khairan,"""Start"""
7428,Hasan al-Lawzi,"""Stub"""
7429,Ahmed al-Maisari,"""Stub"""
7430,Mohammed Ali Al-Maqdashi,"""Stub"""
7431,Hooria Mashhour,"""Start"""
7432,Huria Mashoor,"""Start"""
7433,Mutaher al-Masri,"""Stub"""
7434,Ahmad Awad bin Mubarak,"""Start"""
7435,Muhammad bin Yahya bin Muhammad,"""Stub"""
7436,Ali Muhammad Mujawar,"""Stub"""
7437,Nasr Taha Mustafa,"""Stub"""
7438,Abdul Qader Qahtan,"""Start"""
7439,Mohamed Saleh Qara'a,"""Stub"""
7440,Mohamed Qubaty,"""C"""
7441,Rashad al-Alimi,"""Start"""
7442,Abdulwahab al-Rawhani,"""Start"""
7443,Mohammed al-Sabry,"""Stub"""
7444,Ali Abdullah Saleh,"""GA"""
7445,Yahya Mohamed Abdullah Saleh,"""Stub"""
7446,Abdullatif Al-Sayed,"""Start"""
7447,Mohammad Sewar,"""Stub"""
7448,Mahmoud al-Subaihi,"""Start"""
7449,Saadaldeen Talib,"""Start"""
7450,Ali Taysir,"""Stub"""
7451,Yahya Muhammad Hamid ed-Din,"""C"""
7452,Riad Yassin,"""Stub"""
7453,Aidarus al-Zoubaidi,"""Start"""
7454,Sylvia Bambala Chalikosa,"""Stub"""
7455,Patrick Chikusu,"""Start"""
7456,Mirriam Chinyama Chonya,"""Stub"""
7457,Rosaria C. Fundanga,"""Stub"""
7458,Chibesa Kankasa,"""Start"""
7459,Chushi C. Kasanda,"""Stub"""
7460,Mwamba Luchembe,"""Stub"""
7461,Muyoba Macwani,"""Start"""
7462,Kampamba Mulenga Chilumba,"""Start"""
7463,Mike Mulongoti,"""Start"""
7464,Peter Sinkamba,"""Start"""
7465,Yobert K. Shamapande,"""C"""
7466,Brenda Mwika Tambatamba,"""Stub"""
7467,Gift Banda,"""Stub"""
7468,Flora Buka,"""Stub"""
7469,Joseph Makamba Busha,"""Start"""
7470,James Chikerema,"""C"""
7471,Paul Chimedza,"""Stub"""
7472,Chenhamo Chimutengwende,"""Start"""
7473,Ruth Chinamano,"""Start"""
7474,George Chiweshe,"""Start"""
7475,Phillip Chiyangwa,"""C"""
7476,Fay Chung,"""C"""
7477,Guy Clutton-Brock,"""Start"""
7478,Margaret Dongo,"""C"""
7479,Jabulani Dube,"""Stub"""
7480,Fletcher Dulini Ncube,"""Stub"""
7481,Ken Flower,"""Start"""
7482,Aguy Georgias,"""Start"""
7483,Sithembile Gumbo,"""Stub"""
7484,Josiah Zion Gumede,"""Start"""
7485,Ellen Gwaradzimba,"""Stub"""
7486,Andre S Holland,"""Start"""
7487,Byron Hove,"""Stub"""
7488,Tonderai Kasu,"""C"""
7489,Wilson Khumbula,"""C"""
7490,Lovemore Madhuku,"""C"""
7491,Sarah Mahoka,"""Stub"""
7492,Alfred Makwarimba,"""Stub"""
7493,Washington Malianga,"""Stub"""
7494,Elliot Manyika,"""Start"""
7495,Linda Masarira,"""C"""
7496,Jevan Maseko,"""Stub"""
7497,Anxious Jongwe Masuka,"""Stub"""
7498,Lovemore Matombo,"""Stub"""
7499,Bright Matonga,"""Stub"""
7500,Isaac Matongo,"""Stub"""
7501,Obedingwa Mguni,"""Start"""
7502,Promise Mkwananzi,"""Start"""
7503,Max Mnkandla,"""Stub"""
7504,Bekithemba Mpofu,"""Stub"""
7505,Earnest Mudzengi,"""Start"""
7506,Kisinoti Mukwazhe,"""Stub"""
7507,Edwin Mushoriwa,"""Stub"""
7508,Munacho Mutezo,"""Start"""
7509,Abel Muzorewa,"""C"""
7510,Prag Lalloo Naran,"""C"""
7511,Owen Ncube,"""Start"""
7512,Gundwane Ndiweni,"""Start"""
7513,Khayisa Ndiweni,"""Start"""
7514,Jane Ngwenya,"""Start"""
7515,Maurice Nyagumbo,"""Start"""
7516,George Nyandoro,"""Start"""
7517,Sekai Nzenza,"""Start"""
7518,Engelbert Rugeje,"""C"""
7519,Tinos Rusere,"""Start"""
